,data,valor,data da extração,responsável
183,1987-02-18,1.018986,2022-08-16,Fulano de Tal
184,1987-02-19,1.018877,2022-08-16,Fulano de Tal
185,1987-02-20,1.019671,2022-08-16,Fulano de Tal
186,1987-02-23,1.020055,2022-08-16,Fulano de Tal
187,1987-02-24,1.020164,2022-08-16,Fulano de Tal
188,1987-02-25,0.89811,2022-08-16,Fulano de Tal
189,1987-02-26,0.599973,2022-08-16,Fulano de Tal
190,1987-02-27,0.55,2022-08-16,Fulano de Tal
191,1987-03-04,0.55,2022-08-16,Fulano de Tal
192,1987-03-05,0.553781,2022-08-16,Fulano de Tal
193,1987-03-06,0.626658,2022-08-16,Fulano de Tal
194,1987-03-09,0.624986,2022-08-16,Fulano de Tal
195,1987-03-10,0.624986,2022-08-16,Fulano de Tal
196,1987-03-11,0.624082,2022-08-16,Fulano de Tal
197,1987-03-12,0.490055,2022-08-16,Fulano de Tal
198,1987-03-13,0.401699,2022-08-16,Fulano de Tal
199,1987-03-16,0.558219,2022-08-16,Fulano de Tal
200,1987-03-17,0.558575,2022-08-16,Fulano de Tal
201,1987-03-18,0.560082,2022-08-16,Fulano de Tal
202,1987-03-19,0.563315,2022-08-16,Fulano de Tal
203,1987-03-20,0.568603,2022-08-16,Fulano de Tal
204,1987-03-23,0.573726,2022-08-16,Fulano de Tal
205,1987-03-24,0.573699,2022-08-16,Fulano de Tal
206,1987-03-25,0.573699,2022-08-16,Fulano de Tal
207,1987-03-26,0.573699,2022-08-16,Fulano de Tal
208,1987-03-27,0.573726,2022-08-16,Fulano de Tal
209,1987-03-30,0.573726,2022-08-16,Fulano de Tal
210,1987-03-31,0.573726,2022-08-16,Fulano de Tal
211,1987-04-01,0.573699,2022-08-16,Fulano de Tal
212,1987-04-02,0.573671,2022-08-16,Fulano de Tal
213,1987-04-03,0.573616,2022-08-16,Fulano de Tal
214,1987-04-06,0.658027,2022-08-16,Fulano de Tal
215,1987-04-07,0.65937,2022-08-16,Fulano de Tal
216,1987-04-08,0.661096,2022-08-16,Fulano de Tal
217,1987-04-09,0.766356,2022-08-16,Fulano de Tal
218,1987-04-10,0.76789,2022-08-16,Fulano de Tal
219,1987-04-13,0.768877,2022-08-16,Fulano de Tal
220,1987-04-14,0.768904,2022-08-16,Fulano de Tal
221,1987-04-15,0.771808,2022-08-16,Fulano de Tal
222,1987-04-21,0.779288,2022-08-16,Fulano de Tal
223,1987-04-22,0.780658,2022-08-16,Fulano de Tal
224,1987-04-23,0.782247,2022-08-16,Fulano de Tal
225,1987-04-24,0.783315,2022-08-16,Fulano de Tal
226,1987-04-27,0.849781,2022-08-16,Fulano de Tal
227,1987-04-28,0.921233,2022-08-16,Fulano de Tal
228,1987-04-29,0.922082,2022-08-16,Fulano de Tal
229,1987-04-30,0.928493,2022-08-16,Fulano de Tal
230,1987-05-04,0.934932,2022-08-16,Fulano de Tal
231,1987-05-05,0.93663,2022-08-16,Fulano de Tal
232,1987-05-06,0.94211,2022-08-16,Fulano de Tal
233,1987-05-07,1.262329,2022-08-16,Fulano de Tal
234,1987-05-08,1.265945,2022-08-16,Fulano de Tal
235,1987-05-11,1.499644,2022-08-16,Fulano de Tal
236,1987-05-12,1.503918,2022-08-16,Fulano de Tal
237,1987-05-13,1.511479,2022-08-16,Fulano de Tal
238,1987-05-14,1.517452,2022-08-16,Fulano de Tal
239,1987-05-15,0.907014,2022-08-16,Fulano de Tal
240,1987-05-18,0.91411,2022-08-16,Fulano de Tal
241,1987-05-19,0.91937,2022-08-16,Fulano de Tal
242,1987-05-20,0.924658,2022-08-16,Fulano de Tal
243,1987-05-21,0.93611,2022-08-16,Fulano de Tal
244,1987-05-22,0.964685,2022-08-16,Fulano de Tal
245,1987-05-25,0.987589,2022-08-16,Fulano de Tal
246,1987-05-26,1.048027,2022-08-16,Fulano de Tal
247,1987-05-27,1.050877,2022-08-16,Fulano de Tal
248,1987-05-28,1.054027,2022-08-16,Fulano de Tal
249,1987-05-29,1.061425,2022-08-16,Fulano de Tal
250,1987-06-01,1.061014,2022-08-16,Fulano de Tal
251,1987-06-02,1.056932,2022-08-16,Fulano de Tal
252,1987-06-03,1.051534,2022-08-16,Fulano de Tal
253,1987-06-04,1.050082,2022-08-16,Fulano de Tal
254,1987-06-05,1.050986,2022-08-16,Fulano de Tal
255,1987-06-08,1.049041,2022-08-16,Fulano de Tal
256,1987-06-09,1.045014,2022-08-16,Fulano de Tal
257,1987-06-10,1.037452,2022-08-16,Fulano de Tal
258,1987-06-11,1.023315,2022-08-16,Fulano de Tal
259,1987-06-12,0.974356,2022-08-16,Fulano de Tal
260,1987-06-16,0.66,2022-08-16,Fulano de Tal
261,1987-06-17,0.64,2022-08-16,Fulano de Tal
262,1987-06-18,0.620658,2022-08-16,Fulano de Tal
263,1987-06-19,0.6,2022-08-16,Fulano de Tal
264,1987-06-22,0.58,2022-08-16,Fulano de Tal
265,1987-06-23,0.562,2022-08-16,Fulano de Tal
266,1987-06-24,0.544,2022-08-16,Fulano de Tal
267,1987-06-25,0.528,2022-08-16,Fulano de Tal
268,1987-06-26,0.516,2022-08-16,Fulano de Tal
269,1987-06-29,0.5,2022-08-16,Fulano de Tal
270,1987-06-30,0.49,2022-08-16,Fulano de Tal
271,1987-07-01,0.433507,2022-08-16,Fulano de Tal
272,1987-07-02,0.41663,2022-08-16,Fulano de Tal
273,1987-07-03,0.400329,2022-08-16,Fulano de Tal
274,1987-07-06,0.399342,2022-08-16,Fulano de Tal
275,1987-07-07,0.399918,2022-08-16,Fulano de Tal
276,1987-07-08,0.399918,2022-08-16,Fulano de Tal
277,1987-07-09,0.383315,2022-08-16,Fulano de Tal
278,1987-07-10,0.375151,2022-08-16,Fulano de Tal
279,1987-07-13,0.366712,2022-08-16,Fulano de Tal
280,1987-07-14,0.358329,2022-08-16,Fulano de Tal
281,1987-07-15,0.358603,2022-08-16,Fulano de Tal
282,1987-07-16,0.358384,2022-08-16,Fulano de Tal
283,1987-07-17,0.350082,2022-08-16,Fulano de Tal
284,1987-07-20,0.350603,2022-08-16,Fulano de Tal
285,1987-07-21,0.351315,2022-08-16,Fulano de Tal
286,1987-07-22,0.353452,2022-08-16,Fulano de Tal
287,1987-07-23,0.357342,2022-08-16,Fulano de Tal
288,1987-07-24,0.360438,2022-08-16,Fulano de Tal
289,1987-07-27,0.361726,2022-08-16,Fulano de Tal
290,1987-07-28,0.363233,2022-08-16,Fulano de Tal
291,1987-07-29,0.359753,2022-08-16,Fulano de Tal
292,1987-07-30,0.35,2022-08-16,Fulano de Tal
293,1987-07-31,0.339863,2022-08-16,Fulano de Tal
294,1987-08-03,0.340301,2022-08-16,Fulano de Tal
295,1987-08-04,0.33663,2022-08-16,Fulano de Tal
296,1987-08-05,0.333562,2022-08-16,Fulano de Tal
297,1987-08-06,0.330301,2022-08-16,Fulano de Tal
298,1987-08-07,0.331397,2022-08-16,Fulano de Tal
299,1987-08-10,0.334795,2022-08-16,Fulano de Tal
300,1987-08-11,0.34137,2022-08-16,Fulano de Tal
301,1987-08-12,0.345178,2022-08-16,Fulano de Tal
302,1987-08-13,0.351808,2022-08-16,Fulano de Tal
303,1987-08-14,0.354685,2022-08-16,Fulano de Tal
304,1987-08-17,0.361397,2022-08-16,Fulano de Tal
305,1987-08-18,0.361671,2022-08-16,Fulano de Tal
306,1987-08-19,0.363288,2022-08-16,Fulano de Tal
307,1987-08-20,0.365233,2022-08-16,Fulano de Tal
308,1987-08-21,0.38189,2022-08-16,Fulano de Tal
309,1987-08-24,0.40137,2022-08-16,Fulano de Tal
310,1987-08-25,0.415014,2022-08-16,Fulano de Tal
311,1987-08-26,0.426986,2022-08-16,Fulano de Tal
312,1987-08-27,0.435397,2022-08-16,Fulano de Tal
313,1987-08-28,0.439644,2022-08-16,Fulano de Tal
314,1987-08-31,0.438548,2022-08-16,Fulano de Tal
315,1987-09-01,0.434356,2022-08-16,Fulano de Tal
316,1987-09-02,0.438548,2022-08-16,Fulano de Tal
317,1987-09-03,0.438822,2022-08-16,Fulano de Tal
318,1987-09-04,0.438767,2022-08-16,Fulano de Tal
319,1987-09-08,0.434685,2022-08-16,Fulano de Tal
320,1987-09-09,0.424521,2022-08-16,Fulano de Tal
321,1987-09-10,0.4,2022-08-16,Fulano de Tal
322,1987-09-11,0.368685,2022-08-16,Fulano de Tal
323,1987-09-14,0.368603,2022-08-16,Fulano de Tal
324,1987-09-15,0.368877,2022-08-16,Fulano de Tal
325,1987-09-16,0.369425,2022-08-16,Fulano de Tal
326,1987-09-17,0.368356,2022-08-16,Fulano de Tal
327,1987-09-18,0.363342,2022-08-16,Fulano de Tal
328,1987-09-21,0.334521,2022-08-16,Fulano de Tal
329,1987-09-22,0.299945,2022-08-16,Fulano de Tal
330,1987-09-23,0.301753,2022-08-16,Fulano de Tal
331,1987-09-24,0.300822,2022-08-16,Fulano de Tal
332,1987-09-25,0.301781,2022-08-16,Fulano de Tal
333,1987-09-28,0.304027,2022-08-16,Fulano de Tal
334,1987-09-29,0.315288,2022-08-16,Fulano de Tal
335,1987-09-30,0.322795,2022-08-16,Fulano de Tal
336,1987-10-01,0.343781,2022-08-16,Fulano de Tal
337,1987-10-02,0.34811,2022-08-16,Fulano de Tal
338,1987-10-05,0.349644,2022-08-16,Fulano de Tal
339,1987-10-06,0.352301,2022-08-16,Fulano de Tal
340,1987-10-07,0.357753,2022-08-16,Fulano de Tal
341,1987-10-08,0.358,2022-08-16,Fulano de Tal
342,1987-10-09,0.36211,2022-08-16,Fulano de Tal
343,1987-10-13,0.368384,2022-08-16,Fulano de Tal
344,1987-10-14,0.394,2022-08-16,Fulano de Tal
345,1987-10-15,0.412904,2022-08-16,Fulano de Tal
346,1987-10-16,0.429151,2022-08-16,Fulano de Tal
347,1987-10-19,0.503425,2022-08-16,Fulano de Tal
348,1987-10-20,0.502959,2022-08-16,Fulano de Tal
349,1987-10-21,0.503205,2022-08-16,Fulano de Tal
350,1987-10-22,0.50274,2022-08-16,Fulano de Tal
351,1987-10-23,0.503068,2022-08-16,Fulano de Tal
352,1987-10-26,0.499178,2022-08-16,Fulano de Tal
353,1987-10-27,0.48789,2022-08-16,Fulano de Tal
354,1987-10-28,0.488274,2022-08-16,Fulano de Tal
355,1987-10-29,0.490932,2022-08-16,Fulano de Tal
356,1987-10-30,0.491863,2022-08-16,Fulano de Tal
357,1987-11-03,0.531342,2022-08-16,Fulano de Tal
358,1987-11-04,0.535973,2022-08-16,Fulano de Tal
359,1987-11-05,0.539041,2022-08-16,Fulano de Tal
360,1987-11-06,0.544877,2022-08-16,Fulano de Tal
361,1987-11-09,0.552849,2022-08-16,Fulano de Tal
362,1987-11-10,0.564301,2022-08-16,Fulano de Tal
363,1987-11-11,0.579918,2022-08-16,Fulano de Tal
364,1987-11-12,0.585726,2022-08-16,Fulano de Tal
365,1987-11-13,0.600658,2022-08-16,Fulano de Tal
366,1987-11-16,0.616904,2022-08-16,Fulano de Tal
367,1987-11-17,0.615205,2022-08-16,Fulano de Tal
368,1987-11-18,0.617781,2022-08-16,Fulano de Tal
369,1987-11-19,0.61874,2022-08-16,Fulano de Tal
370,1987-11-20,0.629671,2022-08-16,Fulano de Tal
371,1987-11-23,0.656959,2022-08-16,Fulano de Tal
372,1987-11-24,0.665726,2022-08-16,Fulano de Tal
373,1987-11-25,0.665589,2022-08-16,Fulano de Tal
374,1987-11-26,0.677616,2022-08-16,Fulano de Tal
375,1987-11-27,0.693014,2022-08-16,Fulano de Tal
376,1987-11-30,0.693699,2022-08-16,Fulano de Tal
377,1987-12-01,0.618055,2022-08-16,Fulano de Tal
378,1987-12-02,0.619562,2022-08-16,Fulano de Tal
379,1987-12-03,0.624822,2022-08-16,Fulano de Tal
380,1987-12-04,0.632685,2022-08-16,Fulano de Tal
381,1987-12-07,0.633918,2022-08-16,Fulano de Tal
382,1987-12-08,0.636959,2022-08-16,Fulano de Tal
383,1987-12-09,0.640027,2022-08-16,Fulano de Tal
384,1987-12-10,0.639863,2022-08-16,Fulano de Tal
385,1987-12-11,0.636685,2022-08-16,Fulano de Tal
386,1987-12-14,0.634548,2022-08-16,Fulano de Tal
387,1987-12-15,0.632192,2022-08-16,Fulano de Tal
388,1987-12-16,0.62926,2022-08-16,Fulano de Tal
389,1987-12-17,0.62274,2022-08-16,Fulano de Tal
390,1987-12-18,0.611151,2022-08-16,Fulano de Tal
391,1987-12-21,0.596685,2022-08-16,Fulano de Tal
392,1987-12-22,0.585781,2022-08-16,Fulano de Tal
393,1987-12-23,0.571041,2022-08-16,Fulano de Tal
394,1987-12-24,0.571041,2022-08-16,Fulano de Tal
395,1987-12-28,0.577233,2022-08-16,Fulano de Tal
396,1987-12-29,0.580548,2022-08-16,Fulano de Tal
397,1987-12-30,0.591562,2022-08-16,Fulano de Tal
398,1987-12-31,0.591562,2022-08-16,Fulano de Tal
399,1988-01-04,0.663671,2022-08-16,Fulano de Tal
400,1988-01-05,0.670767,2022-08-16,Fulano de Tal
401,1988-01-06,0.676411,2022-08-16,Fulano de Tal
402,1988-01-07,0.683589,2022-08-16,Fulano de Tal
403,1988-01-08,0.682137,2022-08-16,Fulano de Tal
404,1988-01-11,0.687808,2022-08-16,Fulano de Tal
405,1988-01-12,0.69411,2022-08-16,Fulano de Tal
406,1988-01-13,0.701342,2022-08-16,Fulano de Tal
407,1988-01-14,0.756795,2022-08-16,Fulano de Tal
408,1988-01-15,0.766164,2022-08-16,Fulano de Tal
409,1988-01-18,0.766164,2022-08-16,Fulano de Tal
410,1988-01-19,0.782438,2022-08-16,Fulano de Tal
411,1988-01-20,0.799315,2022-08-16,Fulano de Tal
412,1988-01-21,0.807205,2022-08-16,Fulano de Tal
413,1988-01-22,0.894658,2022-08-16,Fulano de Tal
414,1988-01-25,0.903397,2022-08-16,Fulano de Tal
415,1988-01-26,0.903945,2022-08-16,Fulano de Tal
416,1988-01-27,0.908877,2022-08-16,Fulano de Tal
417,1988-01-28,0.913233,2022-08-16,Fulano de Tal
418,1988-01-29,0.914329,2022-08-16,Fulano de Tal
419,1988-02-01,0.842932,2022-08-16,Fulano de Tal
420,1988-02-02,0.836411,2022-08-16,Fulano de Tal
421,1988-02-03,0.83263,2022-08-16,Fulano de Tal
422,1988-02-04,0.828986,2022-08-16,Fulano de Tal
423,1988-02-05,0.825014,2022-08-16,Fulano de Tal
424,1988-02-08,0.831014,2022-08-16,Fulano de Tal
425,1988-02-09,0.831726,2022-08-16,Fulano de Tal
426,1988-02-10,0.832822,2022-08-16,Fulano de Tal
427,1988-02-11,0.934932,2022-08-16,Fulano de Tal
428,1988-02-12,0.933616,2022-08-16,Fulano de Tal
429,1988-02-17,0.933616,2022-08-16,Fulano de Tal
430,1988-02-18,0.930247,2022-08-16,Fulano de Tal
431,1988-02-19,0.929479,2022-08-16,Fulano de Tal
432,1988-02-22,0.926356,2022-08-16,Fulano de Tal
433,1988-02-23,0.926877,2022-08-16,Fulano de Tal
434,1988-02-24,0.934247,2022-08-16,Fulano de Tal
435,1988-02-25,0.935726,2022-08-16,Fulano de Tal
436,1988-02-26,0.937178,2022-08-16,Fulano de Tal
437,1988-02-29,0.937151,2022-08-16,Fulano de Tal
438,1988-03-01,0.75811,2022-08-16,Fulano de Tal
439,1988-03-02,0.748055,2022-08-16,Fulano de Tal
440,1988-03-03,0.737233,2022-08-16,Fulano de Tal
441,1988-03-04,0.736986,2022-08-16,Fulano de Tal
442,1988-03-07,0.736932,2022-08-16,Fulano de Tal
443,1988-03-08,0.737205,2022-08-16,Fulano de Tal
444,1988-03-09,0.737753,2022-08-16,Fulano de Tal
445,1988-03-10,0.738274,2022-08-16,Fulano de Tal
446,1988-03-11,0.66,2022-08-16,Fulano de Tal
447,1988-03-14,0.660137,2022-08-16,Fulano de Tal
448,1988-03-15,0.661096,2022-08-16,Fulano de Tal
449,1988-03-16,0.661534,2022-08-16,Fulano de Tal
450,1988-03-17,0.662164,2022-08-16,Fulano de Tal
451,1988-03-18,0.66411,2022-08-16,Fulano de Tal
452,1988-03-21,0.666,2022-08-16,Fulano de Tal
453,1988-03-22,0.665534,2022-08-16,Fulano de Tal
454,1988-03-23,0.665233,2022-08-16,Fulano de Tal
455,1988-03-24,0.674329,2022-08-16,Fulano de Tal
456,1988-03-25,0.686466,2022-08-16,Fulano de Tal
457,1988-03-28,0.702055,2022-08-16,Fulano de Tal
458,1988-03-29,0.720137,2022-08-16,Fulano de Tal
459,1988-03-30,0.722027,2022-08-16,Fulano de Tal
460,1988-04-04,0.870384,2022-08-16,Fulano de Tal
461,1988-04-05,0.887096,2022-08-16,Fulano de Tal
462,1988-04-06,0.904822,2022-08-16,Fulano de Tal
463,1988-04-07,0.921753,2022-08-16,Fulano de Tal
464,1988-04-08,0.921753,2022-08-16,Fulano de Tal
465,1988-04-11,0.952082,2022-08-16,Fulano de Tal
