Id,SalePrice
1604,265236.61
1605,246132.2
1606,173487.8
1607,201558.29
1608,201609.63
1609,199677.29
1610,162164.775
1611,164789.59
1612,163690.415
1613,169600.22
1614,116752.9
1615,82400.0
1616,84575.0
1617,85860.0
1618,119455.0
1619,128807.5
1620,183174.25
1621,130663.195
1622,140542.03
1623,253529.0
1624,195780.0
1625,124735.0
1626,173824.32
1627,177252.0
1628,263590.32
1629,183955.5
1630,319898.94
1631,228374.83
1632,263395.59
1633,169295.76
1634,175963.0
1635,174339.88
1636,164258.0
1637,177253.3
1638,228713.0
1639,190618.05
1640,272573.42
1641,189593.05
1642,226112.86
1643,232804.3
1644,227098.9
1645,178002.05
1646,151098.5
1647,169122.9
1648,137852.87
1649,141490.5
1650,119784.0
1651,118632.08
1652,101335.0
1653,109121.0
1654,155557.0
1655,144670.22
1656,149155.0
1657,155702.0
1658,148795.0
1659,140012.81
1660,149623.0
1661,434586.55
1662,374370.33
1663,383786.51
1664,444767.29
1665,345225.19
1666,282950.09
1667,345605.73
1668,339198.1
1669,276009.63
1670,351590.17
1671,264174.29
1672,456996.67
1673,304134.53
1674,252047.22
1675,188036.63
1676,188983.2
1677,206512.61
1678,439999.99
1679,321682.92
1680,343627.92
1681,271484.88
1682,270398.62
1683,177666.78
1684,171312.55
1685,175161.02
1686,167726.24
1687,171616.20666666664
1688,193472.93
1689,186856.2
1690,176378.75
1691,171018.46
1692,251870.74
1693,171421.13666666663
1694,177082.32
1695,175250.79
1696,276761.15
1697,175675.79
1698,336346.71
1699,328042.95
1700,234100.2
1701,272664.5
1702,276232.06
1703,285685.79
1704,294928.71
1705,282794.29
1706,432182.31
1707,221804.09
1708,227067.64
1709,286880.2
1710,232518.66
1711,233346.2
1712,283312.42
1713,245341.74
1714,214806.68
1715,190974.5
1716,186034.55
1717,169291.9
1718,159091.85
1719,212387.33
1720,248271.98
1721,170865.16
1722,153649.0
1723,158639.82
1724,219759.68
1725,239995.43
1726,188966.5
1727,169297.6
1728,182468.2
1729,165763.31
1730,183024.5
1731,127555.0
1732,118305.15
1733,119452.32
1734,130576.0
1735,117361.91
1736,114734.91
1737,329632.39
1738,204175.75
1739,315221.56
1740,180326.27
1741,180780.78
1742,172659.83
1743,176961.0
1744,259904.36
1745,256053.32
1746,318205.94
1747,227649.09
1748,211956.24
1749,158141.37
1750,154512.0
1751,246084.87
1752,113936.98
1753,147423.78
1754,216995.9
1755,160917.22
1756,115194.39
1757,117062.66
1758,131466.25
1759,162634.32
1760,152349.37
1761,160217.0
1762,163033.0
1763,169911.2
1764,126188.5
1765,164671.55
1766,168571.0
1767,192617.7
1768,133535.0
1769,170649.75
1770,126589.5
1771,135470.25
1772,136813.02
1773,137638.12
1774,140881.0
1775,132022.93
1776,141335.93
1777,109750.0
1778,112685.02
1779,128325.0
1780,171890.7
1781,128652.75
1782,93994.61
1783,129178.0
1784,77953.99
1785,110137.81
1786,141519.32
1787,159082.0
1788,55940.54
1789,98262.8
1790,64572.22
1791,177737.59
1792,159210.25
1793,149439.0
1794,126210.5
1795,144270.0
1796,141770.0
1797,122163.25
1798,127788.01
1799,108742.22
1800,140578.0
1801,127808.86
1802,139457.34
1803,152416.0
1804,134623.8
1805,136630.58
1806,118577.25
1807,147278.87
1808,124952.25
1809,133900.75
1810,149809.74
1811,116905.71
1812,129008.55
1813,120878.0
1814,82691.76
1815,58616.21
1816,102387.0
1817,112680.68
1818,138283.75
1819,122084.49
1820,73974.5
1821,121881.3
1822,140300.5
1823,67171.11
1824,147705.5
1825,140773.5
1826,106955.51
1827,99810.4
1828,142430.32
1829,102226.46
1830,144766.25
1831,180639.37
1832,137744.98
1833,145190.0
1834,130895.0
1835,152488.0
1836,139908.73
1837,87220.6
1838,133834.0
1839,71269.0
1840,169349.5
1841,158167.5
1842,105463.25
1843,147414.0
1844,143068.5
1845,152765.52
1846,156706.5
1847,165552.74
1848,66985.08
1849,138436.99
1850,131249.75
1851,167472.34
1852,117828.8
1853,130579.93
1854,158568.0
1855,166349.5
1856,203279.17
1857,174137.09
1858,145930.43666666668
1859,122369.41700000003
1860,152030.57
1861,123581.05366666667
1862,295395.76
1863,286539.58
1864,286539.58
1865,319461.67
1866,335543.82
1867,253247.38
1868,302630.05
1869,196334.85
1870,218585.59
1871,243874.16
1872,171245.73
1873,212581.75
1874,139650.0
1875,196320.51
1876,186862.5
1877,191600.62
1878,218230.0
1879,136576.1
1880,132324.4
1881,220040.0
1882,268712.9
1883,201227.0
1884,222983.9
1885,263945.69
1886,300573.55
1887,184071.9
1888,262575.55
1889,163614.29
1890,132323.75
1891,146769.66666666666
1892,111862.97
1893,134894.3
1894,126815.88
1895,162932.5
1896,132020.83
1897,129958.5
1898,103977.0
1899,136596.5
1900,149173.5
1901,162114.34
1902,135448.09
1903,249312.58
1904,132466.0
1905,175070.2
1906,153221.96
1907,213375.24
1908,105342.0
1909,122537.33
1910,122192.33
1911,198104.0
1912,248855.54
1913,131081.81
1914,84123.05
1915,323491.39
1916,76573.0
1917,272589.8
1918,138856.0
1919,168726.37
1920,161435.81833333333
1921,388493.05
1922,292666.41
1923,194894.5
1924,213670.8
1925,236311.97
1926,369883.92
1927,140998.0
1928,161157.59
1929,125378.6
1930,143138.0
1931,126957.7
1932,132031.195
1933,157750.53
1934,175765.0
1935,177728.44
1936,182107.0
1937,188059.7
1938,164501.855
1939,278780.11
1940,197119.56
1941,179131.0
1942,196031.35
1943,200946.0
1944,310354.59
1945,352182.83
1946,163304.74
1947,322365.92
1948,176166.5
1949,249608.46
1950,176562.72
1951,270008.44
1952,253740.18
1953,163334.0
1954,226467.07
1955,132312.09
1956,288667.09
1957,185076.5
1958,273378.0
1959,141098.46333333335
1960,117805.18
1961,123494.0
1962,101335.0
1963,104719.0
1964,116840.0
1965,143928.64
1966,141444.62
1967,249812.31
1968,345078.48
1969,374688.02
1970,405294.49
1971,414385.99
1972,349207.7
1973,278645.65
1974,294774.57
1975,442872.45
1976,256235.45
1977,341000.37
1978,352980.05
1979,353571.85
1980,195324.38
1981,322469.28
1982,227375.77
1983,227375.77
1984,160099.3
1985,190009.61
1986,223111.9
1987,179284.01
1988,182400.54
1989,197266.5
1990,222843.84
1991,214483.32
1992,225565.85
1993,173907.64
1994,259083.39
1995,187988.0
1996,268783.5
1997,332602.67
1998,326601.92
1999,248023.3
2000,301549.39
2001,247586.15
2002,234493.48
2003,260864.81
2004,243158.87
2005,239210.44
2006,222777.16
2007,281650.47
2008,195546.86
2009,196886.0
2010,192826.5
2011,162200.12
2012,180216.94
2013,178866.0
2014,184878.82
2015,194000.7
2016,185238.0
2017,206829.06
2018,127764.33
2019,101561.39
2020,120069.0
2021,116044.81
2022,172847.5
2023,158418.33
2024,220382.48
2025,397774.24
2026,169527.9
2027,150834.47333333333
2028,153307.06
2029,167433.0
2030,287244.93
2031,263555.12
2032,269587.2
2033,271930.49
2034,159929.01
2035,213708.16
2036,182695.5
2037,182465.5
2038,348672.64
2039,214636.0
2040,421299.45
2041,247640.37
2042,216249.78
2043,156557.65
2044,173816.5
2045,226951.72
2046,122439.73333333334
2047,145931.43
2048,121485.83
2049,127618.58
2050,189675.6
2051,125398.93
2052,139123.0
2053,142497.5
2054,66688.15
2055,139929.23
2056,134180.0
2057,116287.86
2058,200534.74
2059,145762.98
2060,140408.5
2061,177505.7
2062,137229.0
2063,111045.76
2064,133278.5
2065,126357.93
2066,222291.0
2067,151657.64
2068,135485.1
2069,94249.01
2070,112953.8
2071,76274.0
2072,147617.5
2073,130766.8
2074,162591.75
2075,148441.5
2076,117523.65
2077,142863.0
2078,131519.5
2079,124869.75
2080,121071.43
2081,130373.0
2082,137638.06
2083,136640.53666666665
2084,115671.0
2085,136063.9
2086,148469.35
2087,122290.5
2088,114683.56
2089,90815.0
2090,136968.42
2091,115612.74
2092,123335.89
2093,150265.05
2094,132019.8
2095,146873.0
2096,100302.8
2097,94633.72
2098,137067.34
2099,53556.1
2100,125681.17
2101,128559.35
2102,149635.04
2103,96726.76
2104,136632.87
2105,120437.08
2106,86389.76
2107,242693.85
2108,118942.5
2109,119101.92
2110,117814.22
2111,172576.49
2112,145902.35
2113,114187.8
2114,119635.0
2115,143273.0
2116,109826.0
2117,143811.04
2118,130222.5
2119,106267.6
2120,102208.04
2121,92257.0
2122,65368.76
2123,107583.0
2124,199131.9
2125,134137.56
2126,134811.75
2127,135816.0
2128,129579.51
2129,92893.0
2130,150740.18
2131,152929.03
2132,119977.51
2133,106532.8
2134,121093.5
2135,97179.5
2136,102473.0
2137,117328.77
2138,145334.25
2139,157627.5
2140,135758.5
2141,139411.0
2142,150134.75
2143,148716.72
2144,126917.21
2145,121841.58
2146,183967.5
2147,167250.82
2148,121542.75
2149,126522.08
2150,240794.0
2151,131931.25
2152,177412.0
2153,151181.0
2154,131421.1
2155,135662.41
2156,218254.24
2157,210655.78
2158,256576.35
2159,247038.1
2160,171828.23
2161,273607.97
2162,453087.26
2163,349055.73
2164,252161.5
2165,175268.0
2166,139650.0
2167,186093.2
2168,209680.5
2169,188446.9
2170,222721.16
2171,156514.5
2172,146312.5
2173,164869.785
2174,250034.68
2175,305845.82
2176,278092.21
2177,270511.7
2178,224877.35
2179,142112.51666666666
2180,200323.87
2181,191471.35
2182,228681.08
2183,204884.71
2184,146600.25
2185,146632.5
2186,130894.37
2187,149119.0
2188,151333.1
2189,190023.0
2190,95822.96
2191,99051.96
2192,99144.0
2193,102676.8
2194,119249.5
2195,105202.01
2196,123174.75
2197,110661.04
2198,147228.51
2199,166168.0
2200,132680.79
2201,125410.79
2202,185745.5
2203,162389.09
2204,160087.8
2205,117571.5
2206,125551.43
2207,215678.24
2208,234032.59
2209,177164.84
2210,103642.0
2211,111532.0
2212,114181.71
2213,114126.0
2214,149117.21
2215,107341.5
2216,139547.93
2217,84288.99
2218,108768.0
2219,71194.3
2220,66584.31
2221,323491.39
2222,228955.67
2223,256287.72
2224,206842.78
2225,151850.68
2226,171713.0
2227,210066.6
2228,236529.57
2229,233026.85
2230,163193.485
2231,196754.81
2232,196785.5
2233,168843.85
2234,255858.88
2235,192229.0
2236,305303.41
2237,334890.55
2238,194188.98
2239,143133.0
2240,169456.0
2241,140047.31
2242,133657.0
2243,135823.96
2244,86047.0
2245,88748.0
2246,148774.5
2247,95905.0
2248,131984.6
2249,132080.0
2250,131647.5
2251,152528.94
2252,181600.5
2253,166832.86
2254,183429.5
2255,180455.9
2256,185639.0
2257,206936.5
2258,174604.0
2259,178354.9
2260,158003.5
2261,186877.0
2262,200546.61
2263,315763.57
2264,416839.0
2265,169014.74
2266,290485.61
2267,370850.01
2268,399721.14
2269,168602.32
2270,171823.9
2271,191478.5
2272,196225.5
2273,167324.0
2274,171313.9
2275,158308.5
2276,163118.65
2277,169999.03
2278,151467.06
2279,121888.0
2280,126086.67
2281,172019.29
2282,171865.76
2283,99409.66
2284,115454.34666666666
2285,143643.02
2286,126746.0
2287,336879.23
2288,273307.67
2289,365313.74
2290,400551.94
2291,325222.05
2292,422055.48
2293,437699.81
2294,405273.93
2295,463595.48
2296,337886.84
2297,281402.13
2298,339557.14
2299,386668.32
2300,303745.0
2301,234910.45
2302,219722.71
2303,264882.86
2304,240908.78
2305,179281.14
2306,179281.14
2307,187330.16
2308,226862.32
2309,281349.96
2310,236233.91
2311,177187.5
2312,179526.17
2313,176312.8
2314,176611.32
2315,174332.73
2316,198617.96
2317,173683.13
2318,174689.51
2319,187036.09
2320,191392.41
2321,251283.22
2322,176542.92
2323,174257.82
2324,168600.09666666665
2325,237199.58
2326,168370.4
2327,214182.0
2328,220038.25
2329,182937.5
2330,175921.5
2331,339745.82
2332,411882.83
2333,314610.19
2334,270608.79
2335,259868.2
2336,303701.69
2337,206532.61
2338,245221.54
2339,239286.93
2340,373349.29
2341,226104.52
2342,231861.02
2343,216912.41
2344,241583.81
2345,236341.67
2346,221817.02
2347,188663.41
2348,227207.23
2349,180041.445
2350,242929.25
2351,280313.65
2352,272106.6
2353,216602.2
2354,141354.34666666668
2355,169260.9
2356,150043.5
2357,223901.66
2358,196249.0
2359,144050.74
2360,131860.1
2361,135358.0
2362,292567.08
2363,137219.5
2364,155829.5
2365,207313.56
2366,188706.25
2367,240511.87
2368,189429.24
2369,229932.94
2370,166665.9
2371,172857.32
2372,190664.1
2373,264281.1
2374,292276.0
2375,259613.83
2376,246804.88
2377,310572.52
2378,156092.5
2379,188285.53
2380,144439.5
2381,156071.0
2382,187497.09
2383,213722.28
2384,236135.5
2385,148618.75
2386,146481.5
2387,143596.0
2388,114298.13
2389,127393.6
2390,152439.0
2391,120257.31
2392,117682.5
2393,160911.9
2394,139766.5
2395,180077.5
2396,164667.5
2397,196466.0
2398,115207.5
2399,69030.22
2400,55751.21
2401,117598.5
2402,128488.25
2403,131356.11333333334
2404,163766.87
2405,153125.0
2406,126207.43
2407,122279.0
2408,138882.0
2409,134417.0
2410,153643.5
2411,119807.5
2412,145961.82
2413,128435.5
2414,135896.0
2415,133318.74
2416,122460.69
2417,124033.79
2418,119075.4
2419,133611.43
2420,121971.16
2421,154459.5
2422,128836.54
2423,117877.97
2424,146253.82
2425,183602.2
2426,108367.02
2427,124630.74
2428,170969.5
2429,112411.93
2430,130975.83
2431,128894.25
2432,128770.5
2433,137761.87
2434,142627.5
2435,147579.87
2436,116137.91
2437,115785.65
2438,115953.06
2439,105981.5
2440,117955.0
2441,101691.63
2442,103754.3
2443,118218.41
2444,113683.04
2445,101880.94
2446,100999.71
2447,192675.0
2448,165614.5
2449,91969.92
2450,135579.25
2451,120280.91
2452,256777.8
2453,118012.96
2454,136478.76
2455,110966.0
2456,137422.22
2457,117316.5
2458,105681.5
2459,105685.5
2460,131252.34
2461,121858.5
2462,131232.5
2463,116706.0
2464,157497.28
2465,127807.79
2466,119307.68
2467,140799.5
2468,107516.41
2469,107082.06
2470,212071.5
2471,212766.28
2472,168886.0
2473,111041.46666666667
2474,113291.6
2475,239790.87
2476,115683.31
2477,133628.0
2478,164985.0
2479,120417.18
2480,142182.0
2481,134235.5
2482,124136.0
2483,126644.02
2484,125824.7
2485,122338.83
2486,150330.5
2487,179683.67
2488,153632.5
2489,146828.5
2490,153874.93
2491,101713.36
2492,182913.5
2493,148284.0
2494,173675.64
2495,126544.68
2496,215117.36
2497,144272.5
2498,116850.82
2499,104987.06
2500,130604.0
2501,126290.43
2502,140457.5
2503,111747.32
2504,209546.4
2505,230058.4
2506,289380.14
2507,324760.62
2508,287031.71
2509,220274.75
2510,237494.99
2511,188516.96
2512,214559.72
2513,210356.58
2514,294842.23
2515,147278.0
2516,153246.95
2517,132767.0
2518,135989.0
2519,221351.77
2520,213190.0
2521,198454.5
2522,221799.15
2523,131657.5
2524,143245.43
2525,144279.5
2526,141793.5
2527,136621.5
2528,128662.0
2529,125153.0
2530,119207.5
2531,224404.56
2532,231933.97
2533,206074.78
2534,251283.56
2535,336958.65
2536,252371.2
2537,234931.18
2538,187671.69
2539,186331.7
2540,177235.42
2541,183571.0
2542,159388.13833333334
2543,126892.96
2544,127594.77
2545,136551.25
2546,146384.5
2547,137805.43
2548,153610.58
2549,148303.795
2550,317269.08
2551,146769.66666666666
2552,123072.68
2553,99051.96
2554,123178.32
2555,109379.16
2556,96878.54
2557,112665.48
2558,155711.4
2559,120923.28666666667
2560,133480.76
2561,125475.17333333334
2562,139442.75
2563,151350.0
2564,164179.5
2565,144395.75
2566,134465.96
2567,122148.5
2568,188640.94
2569,179383.0
2570,105992.0
2571,164063.5466666667
2572,175656.0
2573,250246.84
2574,318710.52
2575,118977.04
2576,131532.24666666667
2577,136598.95
2578,97948.3
2579,74646.38
2580,127169.74
2581,126148.75
2582,101650.1
2583,250318.99
2584,170729.8
2585,174077.17
2586,193506.31
2587,199090.7
2588,154450.16666666666
2589,145113.0
2590,216896.42
2591,227765.52
2592,241620.53
2593,253485.22
2594,177531.9
2595,217978.6
2596,315040.73
2597,189883.01
2598,287966.25
2599,335896.92
2600,170078.38
2601,138504.59523809524
2602,84675.0
2603,88395.5
2604,81905.0
2605,86900.0
2606,143226.6
2607,164351.8
2608,187110.09
2609,147584.37
2610,124022.0
2611,159373.91
2612,152973.64
2613,129386.5
2614,127400.5
2615,142960.8
2616,136250.86
2617,159242.05
2618,185782.0
2619,227198.36
2620,177092.32
2621,192281.4
2622,196598.5
2623,292996.09
2624,262286.38
2625,321954.84
2626,163032.0
2627,186796.4
2628,400737.59
2629,601081.17
2630,339696.07
2631,476037.83
2632,395224.13
2633,321236.25
2634,369517.98
2635,151721.5
2636,190924.38
2637,157560.0
2638,270455.48
2639,182129.5
2640,152065.5
2641,118792.5
2642,185068.56
2643,110569.32
2644,123475.66
2645,103145.0
2646,109006.0
2647,103095.0
2648,135748.0
2649,147423.58
2650,145504.62
2651,149070.0
2652,460187.43
2653,265073.82
2654,266133.47
2655,356481.74
2656,339772.56
2657,332955.14
2658,293813.46
2659,320456.99
2660,321103.8
2661,344603.45
2662,350038.6
2663,277948.59
2664,279678.96
2665,300350.08
2666,290143.0
2667,172337.35
2668,176068.53
2669,177827.72
2670,305695.14
2671,180251.38
2672,183262.45
2673,214263.88
2674,205455.9
2675,161714.78
2676,187628.55
2677,201857.0
2678,258681.16
2679,252689.3
2680,275610.0
2681,406120.97
2682,312122.1
2683,521805.74
2684,299126.32
2685,345386.92
2686,268799.81
2687,270732.98
2688,235602.32
2689,217341.1
2690,464382.59
2691,191648.0
2692,148162.0
2693,189577.15
2694,151548.5
2695,202327.28
2696,195732.43
2697,199725.5
2698,194607.5
2699,172636.12
2700,166691.74
2701,150411.29
2702,127556.5
2703,145846.5
2704,137359.87
2705,129601.5
2706,124603.58
2707,120259.02
2708,138018.5
2709,117825.91
2710,121621.66
2711,263762.06
2712,342688.23
2713,160291.97
2714,148852.48333333334
2715,174002.83
2716,150405.50333333333
2717,200098.0
2718,250213.22
2719,154470.68
2720,158303.46
2721,139821.0
2722,146670.63
2723,135746.1
2724,124767.08
2725,138481.0
2726,140021.0
2727,173471.52
2728,165968.0
2729,141764.49
2730,141933.55
2731,111856.19
2732,108363.49
2733,153831.0
2734,167480.0
2735,126384.75
2736,144356.21
2737,122356.0
2738,127460.01333333334
2739,159253.0
2740,137051.0
2741,135289.5
2742,144673.32
2743,137007.5
2744,147804.5
2745,127984.72
2746,121967.8
2747,152960.7
2748,132132.0
2749,127269.0
2750,143172.0
2751,122499.25
2752,276299.37
2753,145264.0
2754,183928.4
2755,124626.25
2756,77423.72
2757,73632.72
2758,63229.44
2759,149410.5
2760,136189.56
2761,148613.5
2762,151116.5
2763,177869.5
2764,163199.5
2765,272076.52
2766,132361.7
2767,93250.5
2768,130660.60666666667
2769,135575.5
2770,147820.29
2771,117784.98
2772,127804.0
2773,127710.87
2774,135409.87
2775,131614.56
2776,125126.25
2777,151629.0
2778,125364.69333333334
2779,113641.53
2780,109401.0
2781,98616.6
2782,94792.92
2783,101159.48
2784,119076.0
2785,138447.18
2786,53057.43
2787,119457.02
2788,65847.5
2789,192654.58
2790,96032.76
2791,121246.74
2792,87670.7
2793,181805.87
2794,102850.65
2795,123569.5
2796,98589.0
2797,213318.74
2798,118760.84
2799,119624.36
2800,95330.8
2801,108121.0
2802,144658.0
2803,168790.0
2804,177556.32
2805,112430.76
2806,97222.7
2807,159411.99
2808,149951.5
2809,129326.16666666666
2810,141321.5
2811,160509.0
2812,138957.0
2813,148476.864
2814,149652.74066666668
2815,122639.09
2816,287761.23
2817,147863.08
2818,121317.0
2819,149205.95
2820,129301.25
2821,123776.5
2822,214583.04
2823,233431.74
2824,166219.05
2825,153315.5
2826,137230.5
2827,141248.5
2828,220510.64
2829,185929.61
2830,227163.98
2831,189228.3
2832,210845.72
2833,248755.15
2834,217800.56
2835,217315.37
2836,186456.55
2837,158527.5
2838,149422.5
2839,180324.85
2840,187961.9
2841,208653.25
2842,205364.0
2843,157590.59
2844,166285.75
2845,125153.0
2846,219922.25
2847,196533.5
2848,231606.34
2849,216342.86
2850,268551.35
2851,259023.35
2852,221294.9
2853,223574.38
2854,141197.3333333333
2855,188846.0
2856,218117.4
2857,188142.8
2858,187478.45
2859,110830.76
2860,134362.5
2861,151906.0
2862,184392.0
2863,139988.66666666666
2864,275328.0
2865,146769.66666666666
2866,138806.05
2867,77732.52
2868,125012.75
2869,118231.58
2870,163907.51
2871,132311.02
2872,53547.54
2873,113326.54
2874,130171.0
2875,124312.0
2876,162677.5
2877,148062.33
2878,159887.5
2879,147018.0
2880,121556.5
2881,173942.1
2882,148215.32
2883,168161.5
2884,171143.0
2885,190642.0
2886,173642.05
2887,111505.6
2888,115564.5
2889,73429.44
2890,71009.33
2891,144660.0
2892,79844.3
2893,134381.57
2894,56221.09
2895,260897.04
2896,265236.61
2897,204779.5
2898,150633.59166666667
2899,241118.73
2900,162273.0
2901,214932.24
2902,175375.95
2903,335964.72
2904,328913.26
2905,160668.75
2906,199697.05
2907,123448.09
2908,124676.66
2909,139294.0
2910,80080.0
2911,84825.0
2912,160084.59
2913,85755.0
2914,85620.0
2915,82030.0
2916,84430.0
2917,152663.69
2918,119054.0
2919,235033.4
